City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Surab,PK,28.4914,66.2585,74.3,69,21,1.57,few clouds
452,Mgachi,RU,51.05,142.2667,74.17,74,29,1.57,scattered clouds
453,Choma,ZM,-16.8065,26.9531,51.24,69,18,2.26,few clouds
454,Barreirinha,BR,-2.7933,-57.07,81.07,69,99,2.98,overcast clouds
455,Takoradi,GH,4.8845,-1.7554,74.35,88,100,9.82,overcast clouds
456,Cairns,AU,-16.9167,145.7667,65.1,50,4,12.66,clear sky
457,Banjarmasin,ID,-3.3244,114.591,73.54,98,99,4.43,overcast clouds
458,Nyurba,RU,63.2842,118.3319,62.56,70,97,4.12,overcast clouds
459,Chahuites,MX,16.2833,-94.1833,85.5,72,100,5.73,overcast clouds
460,Bathsheba,BB,13.2167,-59.5167,81.21,85,40,17.27,scattered clouds
461,Nago,JP,26.5881,127.9761,82.45,85,100,7.76,overcast clouds
462,Llata,PE,-9.4167,-76.7833,53.01,89,92,4.92,overcast clouds
463,Zhuanghe,CN,39.7008,122.9911,70.25,90,32,1.81,scattered clouds
464,Karwar,IN,14.8,74.1333,78.04,85,100,20.02,light rain
465,Green River,US,41.5286,-109.4662,82.8,31,62,1.01,broken clouds
466,Jalingo,NG,8.8833,11.3667,76.1,85,96,4.21,overcast clouds
467,Farafangana,MG,-22.8167,47.8333,66.43,86,64,6.11,light rain
468,Hanyang,CN,32.1371,105.5126,72.75,95,100,3.74,overcast clouds
469,Tezu,IN,27.9167,96.1667,76.6,93,95,4.5,overcast clouds
470,Provost,CA,52.3501,-110.2683,75.65,53,100,4.74,overcast clouds
471,Kang,BW,-23.6752,22.7876,56.55,40,4,2.77,clear sky
472,Eyl,SO,7.9803,49.8164,79.41,71,74,22.32,broken clouds
473,Barcelona,ES,41.3888,2.159,80.83,84,0,3.44,clear sky
474,Boa Vista,BR,2.8197,-60.6733,80.58,74,40,5.75,scattered clouds
475,Leira,ES,43.1167,-8.4,72.09,69,96,3.31,overcast clouds
476,Naples,IT,40.8333,14.25,79.14,41,0,3.0,clear sky
477,Tingi,TZ,-11.3,35.0333,56.46,67,7,1.97,clear sky
478,Mildura,AU,-34.2,142.15,43.99,76,0,4.43,clear sky
479,Pimenta Bueno,BR,-11.6725,-61.1936,78.13,42,47,1.28,scattered clouds
480,Christchurch,NZ,-43.5333,172.6333,53.42,56,76,11.5,broken clouds
481,Genhe,CN,50.7833,121.5167,60.58,99,100,4.47,moderate rain
482,Novikovo,RU,51.1537,37.8879,60.37,62,94,4.36,overcast clouds
483,Kabalo,CD,-6.05,26.9167,76.69,45,36,4.12,scattered clouds
484,Prince Albert,CA,53.2001,-105.7677,78.75,65,100,11.5,overcast clouds
485,Daru,PG,-9.0763,143.2092,77.23,77,100,17.58,overcast clouds
486,Yinchuan,CN,38.4681,106.2731,78.21,61,54,4.14,broken clouds
487,Tarko-Sale,RU,64.9225,77.785,56.17,57,100,3.29,overcast clouds
488,Concepcion Del Uruguay,AR,-32.4825,-58.2372,50.25,76,0,8.68,clear sky
489,Hollola,FI,61.05,25.4333,58.53,96,93,6.82,overcast clouds
490,Swan River,CA,52.1058,-101.2676,82.29,44,10,12.66,clear sky
491,Taltal,CL,-25.4,-70.4833,56.39,76,85,3.04,overcast clouds
492,Sorland,NO,67.667,12.6934,53.46,88,100,7.14,light rain
493,Finschhafen,PG,-6.6024,147.8681,83.35,69,21,8.68,few clouds
494,Dolhesti,RO,46.8667,27.9,64.45,57,64,4.27,broken clouds
495,Bang Bo,TH,13.5743,100.8353,79.59,83,75,1.14,broken clouds
496,Jiamusi,CN,46.8333,130.35,68.58,93,100,3.38,overcast clouds
497,Taguatinga,BR,-12.3857,-46.5711,77.65,36,15,4.07,few clouds
498,Enid,US,36.3956,-97.8784,100.08,26,20,10.36,few clouds
499,Petawawa,CA,45.9001,-77.3328,69.78,55,75,6.91,broken clouds
500,Baracoa,CU,20.3467,-74.4958,81.3,79,23,9.04,few clouds
501,Werneck,DE,49.9833,10.1,70.54,61,95,3.06,overcast clouds
502,Arenapolis,BR,-14.4503,-56.8461,77.59,34,55,4.9,broken clouds
503,Sakaiminato,JP,35.55,133.2333,75.13,94,75,3.44,light rain
504,Verkhoyansk,RU,67.5447,133.385,59.97,60,86,3.58,overcast clouds
505,Bafq,IR,31.6128,55.4107,78.51,20,0,3.58,clear sky
506,Jiangdu,CN,32.4286,119.5574,86.36,71,100,6.2,overcast clouds
507,Deputatskiy,RU,69.3,139.9,47.55,74,97,3.89,overcast clouds
508,Kiama,AU,-34.6833,150.8667,53.46,75,94,7.0,light rain
509,Paamiut,GL,61.994,-49.6678,42.71,85,92,7.18,overcast clouds
510,Radford,US,37.1318,-80.5764,81.52,64,100,6.91,overcast clouds
511,Aquin,HT,18.2833,-73.4,81.75,76,5,5.1,clear sky
512,Champerico,GT,14.3,-91.9167,88.34,71,73,5.59,broken clouds
513,Minab,IR,27.1467,57.0801,89.92,70,29,0.0,scattered clouds
514,Honiara,SB,-9.4333,159.95,84.47,64,48,4.97,scattered clouds
515,Rocha,UY,-34.4833,-54.3333,42.06,87,8,7.4,clear sky
516,Moyale,KE,3.5167,39.0584,66.76,71,74,12.73,broken clouds
517,Nanfeng,CN,23.7434,111.7959,80.26,83,0,0.49,clear sky
518,Mizan Teferi,ET,6.9833,35.5833,61.48,94,87,2.19,light rain
519,Kasongo-Lunda,CD,-6.4667,16.8167,70.9,34,24,0.74,few clouds
520,Sobolevo,RU,54.4299,31.8996,52.68,97,100,6.35,overcast clouds
521,Faanui,PF,-16.4833,-151.75,78.13,72,28,19.06,scattered clouds
522,Benguela,AO,-12.5763,13.4055,68.0,87,55,2.48,broken clouds
523,Juneau,US,58.3019,-134.4197,57.22,92,100,12.66,overcast clouds
524,Ust-Nera,RU,64.5667,143.2,67.23,76,93,3.4,overcast clouds
525,Vestmannaeyjar,IS,63.4427,-20.2734,49.6,81,100,12.5,overcast clouds
526,Warman,CA,52.3168,-106.5679,91.31,36,100,13.8,overcast clouds
527,Bonthe,SL,7.5264,-12.505,76.01,89,95,7.67,light rain
528,Grand Bank,CA,47.0999,-55.765,62.98,97,96,16.71,overcast clouds
529,Pundaguitan,PH,6.3711,126.1689,81.59,73,91,1.72,overcast clouds
530,Payo,ID,-3.7508,103.6372,72.88,94,99,1.83,overcast clouds
531,Lander,US,42.833,-108.7307,94.1,20,0,9.22,clear sky
532,Muroto,JP,33.2833,134.15,78.4,83,100,10.42,overcast clouds
533,Baker City,US,44.7749,-117.8344,86.59,29,0,13.8,clear sky
534,Dukhovnitskoye,RU,52.4828,48.2137,73.69,63,100,11.7,overcast clouds
535,Uberaba,BR,-19.7483,-47.9319,73.98,35,0,4.61,clear sky
536,Manokwari,ID,-0.8667,134.0833,79.81,76,82,3.06,broken clouds
537,Neftcala,AZ,39.3742,49.2472,76.6,75,0,3.27,clear sky
538,Port Hedland,AU,-20.3167,118.5667,57.25,47,21,11.5,few clouds
539,Plettenberg Bay,ZA,-34.0527,23.3716,57.61,50,18,8.25,few clouds
540,Necochea,AR,-38.5473,-58.7368,48.43,59,76,6.04,broken clouds
541,Playas,EC,-2.6333,-80.3833,70.57,84,83,9.82,broken clouds
542,Razdolinsk,RU,58.4211,94.6658,50.88,86,91,2.24,overcast clouds
543,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,86,78,12.59,broken clouds
544,Muisne,EC,0.6,-80.0333,75.09,85,96,12.19,overcast clouds
545,Dinagat,PH,9.9561,125.5933,81.95,78,92,2.1,overcast clouds
546,Hervey Bay,AU,-25.2986,152.8535,53.67,65,0,19.33,clear sky
547,Urumqi,CN,43.801,87.6005,72.55,38,0,4.47,clear sky
548,Pathein,MM,16.7833,94.7333,75.29,98,99,2.46,overcast clouds
549,Ostrovnoy,RU,68.0531,39.5131,60.89,91,62,8.86,broken clouds
550,Yelizovo,RU,53.1873,158.3805,66.34,72,75,4.47,volcanic ash
551,Svecha,RU,58.2785,47.5164,62.38,98,93,4.99,overcast clouds
552,Atar,MR,20.5169,-13.0499,95.56,27,39,8.55,scattered clouds
553,Beira,MZ,-19.8436,34.8389,68.09,83,75,3.44,broken clouds
554,Yumen,CN,40.2833,97.2,70.38,36,64,4.88,broken clouds
555,Koslan,RU,63.4564,48.8989,65.23,85,81,3.65,broken clouds
556,Zimovniki,RU,47.1483,42.4633,70.38,57,16,6.46,few clouds
557,Manama,BH,26.2154,50.5832,91.38,75,0,4.61,clear sky
558,Zonguldak,TR,41.25,31.8333,54.45,91,31,3.53,scattered clouds
559,Ayan,RU,56.45,138.1667,59.74,96,100,7.58,overcast clouds
560,Itaqui,BR,-29.1253,-56.5531,54.99,82,20,9.95,few clouds
561,Erdaojiang,CN,41.7764,126.0319,65.34,97,92,2.8,overcast clouds
562,Ulaangom,MN,49.9811,92.0667,55.51,55,25,3.8,moderate rain
563,Mombetsu,JP,44.3525,143.3525,61.57,93,100,4.83,overcast clouds
564,Qax,AZ,41.4225,46.9242,72.59,36,0,5.61,clear sky
565,Cabra,ES,37.4725,-4.4421,80.53,22,0,6.98,clear sky
566,Port Shepstone,ZA,-30.7414,30.455,62.67,37,0,8.63,clear sky
567,Xingcheng,CN,40.6167,120.7167,74.88,71,1,5.14,clear sky
568,Kruisfontein,ZA,-34.0033,24.7314,52.88,61,0,9.28,clear sky
569,Riyadh,SA,24.6877,46.7219,91.54,12,100,9.95,overcast clouds
570,Luleburgaz,TR,41.4039,27.3592,63.79,51,0,3.44,clear sky
571,Buenos Aires,AR,-34.6132,-58.3772,55.94,72,0,9.22,clear sky
572,Aripuana,BR,-9.1667,-60.6333,79.2,43,92,1.79,overcast clouds
573,Asfi,MA,32.2994,-9.2372,72.61,76,99,5.28,overcast clouds
574,Omsukchan,RU,62.5333,155.8,77.34,50,0,17.69,clear sky
575,Andilamena,MG,-17.0167,48.5833,54.05,93,34,5.57,scattered clouds
576,Paka,MY,4.6374,103.4368,76.93,100,40,0.0,moderate rain
577,Zambezi,ZM,-13.5432,23.1047,51.58,60,0,4.12,clear sky
578,Quartucciu,IT,39.2519,9.1794,78.03,74,0,3.44,clear sky
579,Hrubieszow,PL,50.805,23.8925,59.05,94,80,8.99,broken clouds
580,Barkly West,ZA,-28.5354,24.5215,40.28,45,0,5.41,clear sky
581,Murgab,TM,37.4966,61.9714,79.95,24,0,8.37,clear sky
582,Broken Hill,AU,-31.95,141.4333,42.76,75,0,6.8,clear sky
583,Nkongsamba,CM,4.9547,9.9404,66.6,99,99,0.56,light rain
584,Hanmer Springs,NZ,-42.5167,172.8167,44.26,91,99,1.7,overcast clouds
585,Nambucca Heads,AU,-30.65,153.0,59.0,73,50,16.51,scattered clouds
586,Peruibe,BR,-24.32,-46.9983,63.39,93,100,7.54,overcast clouds
587,Kichmengskiy Gorodok,RU,59.9816,45.7854,61.84,98,87,6.98,overcast clouds
588,Atikokan,CA,48.7555,-91.6216,72.28,45,73,2.24,broken clouds
589,Khandbari,NP,27.3747,87.2039,73.13,84,100,2.68,overcast clouds
590,Stornoway,GB,58.2093,-6.3865,51.93,86,100,4.61,overcast clouds
591,Viedma,AR,-40.8135,-62.9967,45.09,58,100,8.34,overcast clouds
592,Gat,IL,31.61,34.7642,75.88,100,10,3.51,clear sky
593,Diamantino,BR,-14.4086,-56.4461,77.23,34,63,3.6,broken clouds
594,Hirara,JP,24.8,125.2833,86.27,79,75,13.8,broken clouds
595,Bondo,CD,3.8146,23.6866,69.06,99,100,2.04,overcast clouds
596,Emerald,AU,-23.5333,148.1667,51.35,66,0,7.94,clear sky
597,Pangkalanbuun,ID,-2.6833,111.6167,73.22,98,98,2.68,overcast clouds
598,Miracema Do Tocantins,BR,-9.5618,-48.3967,80.65,38,23,3.44,few clouds
599,Walvis Bay,NA,-22.9575,14.5053,54.09,87,0,6.91,clear sky
600,Jaisalmer,IN,26.9147,70.9181,87.33,63,75,7.65,broken clouds
601,Katesh,TZ,-4.5167,35.3833,49.12,86,45,3.53,scattered clouds
602,Arman,RU,59.7,150.1667,75.02,65,47,4.76,scattered clouds
603,Puurmani,EE,58.5738,26.2878,60.3,76,99,4.83,overcast clouds
604,Caceres,ES,39.522,-6.3748,88.93,18,34,3.22,scattered clouds
605,Tosya,TR,41.0155,34.0401,61.54,87,56,4.07,broken clouds
606,Griffith,US,41.5284,-87.4237,79.25,73,75,12.66,broken clouds
607,Juliaca,PE,-15.5,-70.1333,47.82,40,46,6.11,scattered clouds
608,Oktyabrskoye,RU,43.0645,44.7417,64.99,70,24,3.98,few clouds
609,Norman Wells,CA,65.282,-126.8329,53.64,94,100,12.66,light intensity shower rain
610,Canmore,CA,51.0834,-115.3521,78.91,15,60,9.22,broken clouds
611,Vila,PT,42.0304,-8.1588,76.08,66,100,4.99,overcast clouds
612,Dubti,ET,11.7361,41.0853,87.84,41,95,17.85,overcast clouds
613,Mahibadhoo,MV,3.7833,72.9667,82.6,75,94,12.35,overcast clouds
614,Lakes Entrance,AU,-37.8811,147.981,47.16,86,65,10.18,broken clouds
615,Ipixuna,BR,-1.7625,-48.8043,74.93,94,95,4.12,heavy intensity rain
616,Saint Anthony,US,45.0205,-93.218,80.1,58,0,11.5,clear sky
617,Aketi,CD,2.7388,23.7833,70.18,97,100,1.1,overcast clouds
618,Letlhakane,BW,-21.4167,25.5833,54.68,44,2,8.03,clear sky
619,Sidi Ali,DZ,36.0998,0.4206,75.06,67,0,2.24,clear sky
620,Rumonge,BI,-3.9736,29.4386,71.94,58,31,4.38,scattered clouds
621,Tual,ID,-5.6667,132.75,79.38,81,87,25.84,overcast clouds
622,Carauari,BR,-4.8828,-66.8958,80.69,68,86,1.36,overcast clouds
623,Sibulao,PH,7.3242,122.2394,78.3,85,95,2.33,overcast clouds
624,Luorong,CN,24.4058,109.6086,79.74,85,2,1.68,clear sky
625,Tuatapere,NZ,-46.1333,167.6833,45.45,83,82,5.26,broken clouds
626,Ascension,US,30.2169,-90.9001,89.6,75,75,6.91,broken clouds
627,Monrovia,LR,6.3005,-10.7969,76.35,86,84,10.22,light rain
628,Santa Maria,BR,-29.6842,-53.8069,51.1,82,0,6.91,clear sky
629,Filadelfia,US,39.9523,-75.1638,89.49,50,40,12.66,scattered clouds
630,Borogontsy,RU,62.6683,131.1683,70.9,73,100,5.93,overcast clouds
631,Waipawa,NZ,-41.4122,175.5153,48.24,87,50,5.91,scattered clouds
632,Omutninsk,RU,58.67,52.1932,67.23,89,65,2.84,broken clouds
633,Tiarei,PF,-17.5333,-149.3333,82.42,71,30,17.29,scattered clouds
634,Wake Forest,US,35.9799,-78.5097,83.16,89,40,0.0,scattered clouds
635,Lazurne,UA,46.084,32.5295,68.38,63,75,19.69,broken clouds
636,Morant Bay,JM,17.8815,-76.4093,86.7,78,10,10.07,clear sky
637,Kalianget,ID,-7.05,113.9333,79.29,82,87,8.72,overcast clouds
638,Dwarka,IN,22.2394,68.9678,82.11,87,77,12.15,very heavy rain
639,Mount Isa,AU,-20.7333,139.5,53.37,47,0,12.66,clear sky
640,Strunino,RU,56.3833,38.5667,54.73,85,3,3.58,clear sky
641,Kimbe,PG,-5.5502,150.1429,84.78,65,49,4.45,scattered clouds
642,Gambela,ET,8.25,34.5833,70.41,88,100,3.65,overcast clouds
643,The Valley,AI,18.217,-63.0578,82.09,72,83,19.82,broken clouds
644,Outram,MY,1.2829,103.8379,82.29,85,75,3.44,broken clouds
645,Tsiroanomandidy,MG,-18.7667,46.0333,54.79,84,0,2.35,clear sky
646,Mananjary,MG,-21.2167,48.3333,64.33,90,23,2.64,light rain
647,Linkoping,SE,58.4109,15.6216,60.78,76,1,11.5,clear sky
648,Belmonte,BR,-15.8631,-38.8828,72.25,82,0,6.02,clear sky
649,Paengaroa,NZ,-37.8167,176.4167,56.89,100,100,1.01,overcast clouds
650,Chapais,CA,49.7834,-74.8492,67.78,57,95,5.73,overcast clouds
651,Kattivakkam,IN,13.2167,80.3167,82.49,60,88,18.52,overcast clouds
652,Podporozhye,RU,60.9112,34.1706,59.52,73,30,1.88,scattered clouds
653,Itoman,JP,26.1247,127.6694,84.22,84,75,4.61,broken clouds
654,Breves,BR,-1.6822,-50.4803,80.38,73,95,2.48,overcast clouds
655,Sakakah,SA,29.9697,40.2064,90.97,22,2,14.81,clear sky
656,Ghanzi,BW,-21.5667,21.7833,53.24,42,3,5.19,clear sky
657,Carutapera,BR,-1.195,-46.02,76.23,92,96,9.73,overcast clouds
658,Inhambane,MZ,-23.865,35.3833,65.35,69,0,6.24,clear sky
659,Flinders,AU,-34.5833,150.8552,53.26,74,84,14.0,light rain
660,Nha Trang,VN,12.25,109.1833,78.8,90,100,3.98,overcast clouds
661,Portland,US,45.5234,-122.6762,83.16,46,20,8.05,few clouds
662,Ust-Omchug,RU,61.15,149.6333,71.37,62,85,2.64,overcast clouds
663,Fond Du Lac,US,43.775,-88.4388,75.47,50,0,11.5,clear sky
664,Acarau,BR,-2.8856,-40.12,79.43,81,59,16.71,broken clouds
665,Nelson Bay,AU,-32.7167,152.15,53.11,90,100,13.0,light rain
666,Yaan,NG,7.3833,8.5667,72.37,95,88,5.86,overcast clouds
667,Begoro,GH,6.3871,-0.3774,67.6,98,86,4.32,overcast clouds
668,Nouadhibou,MR,20.931,-17.0347,69.78,88,14,18.41,few clouds
669,Peleduy,RU,59.6289,112.7406,58.8,71,99,5.12,overcast clouds
670,Illela,NG,13.7292,5.2975,86.22,51,27,10.56,scattered clouds
671,Dongning,CN,44.0622,131.1207,66.31,99,100,3.65,moderate rain
672,Pontianak,ID,-0.0333,109.3333,73.38,94,20,0.0,few clouds
673,Fort Nelson,CA,58.8053,-122.7002,60.39,51,75,2.3,broken clouds
674,Ixtapa,MX,20.7,-105.2,85.23,74,75,8.05,broken clouds
675,Half Moon Bay,US,37.4636,-122.4286,84.06,68,0,21.85,clear sky
676,Hun,LY,29.1268,15.9477,75.31,50,0,8.59,clear sky
677,Agapovka,RU,53.2973,59.1348,63.61,86,25,2.66,light rain
678,Limbang,MY,4.75,115.0,73.51,95,100,2.21,overcast clouds
